signature	seed	sklearn_dt_f1-micro	sklearn_dt_accuracy	sklearn_dt_time	sklearn_rf_f1-micro	sklearn_rf_accuracy	sklearn_rf_time	product_dt_f1-micro	product_dt_accuracy	product_dt_time	product_rf_f1-micro	product_rf_accuracy	product_rf_time	tangent_dt_f1-micro	tangent_dt_accuracy	tangent_dt_time	tangent_rf_f1-micro	tangent_rf_accuracy	tangent_rf_time	knn_f1-micro	knn_accuracy	knn_time	ps_perceptron_f1-micro	ps_perceptron_accuracy	ps_perceptron_time	tangent_mlp_f1-micro	tangent_mlp_accuracy	tangent_mlp_time	ambient_mlp_f1-micro	ambient_mlp_accuracy	ambient_mlp_time	tangent_gnn_f1-micro	tangent_gnn_accuracy	tangent_gnn_time	ambient_gnn_f1-micro	ambient_gnn_accuracy	ambient_gnn_time
H	58	0.445	0.445	0.0037147998809814453	0.5	0.5	0.027561426162719727	0.395	0.395	0.4154319763183594	0.505	0.505	3.9043493270874023	0.425	0.425	0.003378629684448242	0.51	0.51	0.02797842025756836	0.505	0.505	0.002868175506591797	0.1	0.1	0.011752605438232422	0.5	0.5	0.12646245956420898	0.38	0.38	0.136641263961792	0.45	0.45	0.4034736156463623	0.21	0.21	0.41633152961730957
H	59	0.32	0.32	0.003966808319091797	0.41	0.41	0.027231216430664062	0.355	0.355	0.4640178680419922	0.46	0.46	4.344932556152344	0.36	0.36	0.0034012794494628906	0.42	0.42	0.026749849319458008	0.455	0.455	0.002827882766723633	0.105	0.105	0.011778831481933594	0.375	0.375	0.12732672691345215	0.325	0.325	0.13355493545532227	0.335	0.335	0.4089334011077881	0.245	0.245	0.4164252281188965
E	60	0.265	0.265	0.0034105777740478516	0.315	0.315	0.026310205459594727	0.3	0.3	0.521528959274292	0.34	0.34	4.939426898956299	0.29	0.29	0.003416776657104492	0.315	0.315	0.026731491088867188	0.37	0.37	0.0025832653045654297	0.135	0.135	0.013321638107299805	0.26	0.26	0.12658905982971191	0.27	0.27	0.1331326961517334	0.22	0.22	0.40503978729248047	0.22	0.22	0.41361093521118164
E	61	0.335	0.335	0.0035338401794433594	0.345	0.345	0.026981592178344727	0.355	0.355	0.46308255195617676	0.365	0.365	4.580204963684082	0.355	0.355	0.003504514694213867	0.345	0.345	0.026888608932495117	0.345	0.345	0.002496957778930664	0.2	0.2	0.014352560043334961	0.29	0.29	0.12616634368896484	0.325	0.325	0.131591796875	0.225	0.225	0.4082207679748535	0.225	0.225	0.4176445007324219
E	62	0.26	0.26	0.003542184829711914	0.29	0.29	0.02747488021850586	0.29	0.29	0.48742055892944336	0.325	0.325	4.741981506347656	0.275	0.275	0.003509044647216797	0.29	0.29	0.02673625946044922	0.325	0.325	0.0024564266204833984	0.15	0.15	0.011374235153198242	0.225	0.225	0.12407469749450684	0.215	0.215	0.12938380241394043	0.165	0.165	0.4029569625854492	0.165	0.165	0.42024707794189453
E	63	0.26	0.26	0.003565073013305664	0.325	0.325	0.027741670608520508	0.3	0.3	0.48552584648132324	0.305	0.305	4.830349922180176	0.27	0.27	0.003560304641723633	0.325	0.325	0.02735614776611328	0.35	0.35	0.0024394989013671875	0.18	0.18	0.011366605758666992	0.29	0.29	0.12567639350891113	0.29	0.29	0.13370704650878906	0.325	0.325	0.41261959075927734	0.325	0.325	0.41939687728881836
E	64	0.245	0.245	0.0036389827728271484	0.275	0.275	0.02883434295654297	0.275	0.275	0.47564029693603516	0.285	0.285	4.743530750274658	0.245	0.245	0.003629446029663086	0.275	0.275	0.026706218719482422	0.32	0.32	0.002680540084838867	0.295	0.295	0.011214017868041992	0.31	0.31	0.12457895278930664	0.31	0.31	0.13219141960144043	0.275	0.275	0.4074437618255615	0.275	0.275	0.41506052017211914
E	65	0.275	0.275	0.003805875778198242	0.405	0.405	0.028554439544677734	0.315	0.315	0.47147297859191895	0.41	0.41	4.4737255573272705	0.32	0.32	0.003798961639404297	0.405	0.405	0.026874303817749023	0.41	0.41	0.002493619918823242	0.37	0.37	0.011359930038452148	0.395	0.395	0.12653803825378418	0.39	0.39	0.13355231285095215	0.335	0.335	0.41615796089172363	0.335	0.335	0.4139094352722168
E	66	0.305	0.305	0.0034890174865722656	0.385	0.385	0.026619672775268555	0.33	0.33	0.4712522029876709	0.365	0.365	4.777627944946289	0.295	0.295	0.0034716129302978516	0.385	0.385	0.02799248695373535	0.38	0.38	0.0023860931396484375	0.22	0.22	0.015534162521362305	0.31	0.31	0.12476015090942383	0.345	0.345	0.1289668083190918	0.33	0.33	0.40581536293029785	0.33	0.33	0.4169635772705078
E	67	0.275	0.275	0.003578662872314453	0.38	0.38	0.026310443878173828	0.27	0.27	0.49449849128723145	0.345	0.345	4.637499809265137	0.28	0.28	0.0035576820373535156	0.38	0.38	0.026905536651611328	0.34	0.34	0.002824068069458008	0.155	0.155	0.015674352645874023	0.23	0.23	0.12532973289489746	0.245	0.245	0.13126325607299805	0.215	0.215	0.4076356887817383	0.215	0.215	0.4116334915161133
E	68	0.31	0.31	0.003793954849243164	0.35	0.35	0.026770353317260742	0.305	0.305	0.4620859622955322	0.4	0.4	4.377084255218506	0.305	0.305	0.0038356781005859375	0.35	0.35	0.027976036071777344	0.37	0.37	0.0023391246795654297	0.33	0.33	0.013346433639526367	0.395	0.395	0.12324166297912598	0.415	0.415	0.1302962303161621	0.35	0.35	0.40729761123657227	0.35	0.35	0.4131813049316406
E	69	0.295	0.295	0.0032351016998291016	0.365	0.365	0.026433944702148438	0.33	0.33	0.46669912338256836	0.325	0.325	4.48579216003418	0.305	0.305	0.0032358169555664062	0.365	0.365	0.026889801025390625	0.355	0.355	0.002433300018310547	0.205	0.205	0.013568401336669922	0.285	0.285	0.12268280982971191	0.31	0.31	0.1280064582824707	0.275	0.275	0.40452027320861816	0.275	0.275	0.41397976875305176
S	70	0.285	0.285	0.004038810729980469	0.35	0.35	0.027041912078857422	0.29	0.29	0.48774027824401855	0.35	0.35	4.668260812759399	0.265	0.265	0.005016803741455078	0.345	0.345	0.026400089263916016	0.34	0.34	0.002731800079345703	0.12	0.12	0.011159658432006836	0.275	0.275	0.13210320472717285	0.225	0.225	0.1370837688446045	0.2	0.2	0.40558505058288574	0.2	0.2	0.42192864418029785
S	71	0.26	0.26	0.004454612731933594	0.28	0.28	0.026762008666992188	0.26	0.26	0.4747035503387451	0.31	0.31	4.801063299179077	0.245	0.245	0.004057407379150391	0.34	0.34	0.027549028396606445	0.325	0.325	0.0027179718017578125	0.135	0.135	0.011559247970581055	0.24	0.24	0.1247398853302002	0.215	0.215	0.13096356391906738	0.14	0.14	0.40459394454956055	0.14	0.14	0.4160501956939697
S	72	0.25	0.25	0.004190921783447266	0.295	0.295	0.02684617042541504	0.23	0.23	0.5001466274261475	0.26	0.26	4.8744425773620605	0.21	0.21	0.004048824310302734	0.245	0.245	0.02638101577758789	0.27	0.27	0.002645730972290039	0.21	0.21	0.011739492416381836	0.23	0.23	0.12822508811950684	0.245	0.245	0.13393115997314453	0.185	0.185	0.4109067916870117	0.15	0.15	0.41500425338745117
S	73	0.285	0.285	0.003996372222900391	0.32	0.32	0.027140378952026367	0.22	0.22	0.5020782947540283	0.305	0.305	4.871938467025757	0.205	0.205	0.004960775375366211	0.305	0.305	0.02708888053894043	0.275	0.275	0.003274679183959961	0.16	0.16	0.011241674423217773	0.22	0.22	0.1257610321044922	0.295	0.295	0.1329360008239746	0.255	0.255	0.4098517894744873	0.255	0.255	0.41687893867492676
S	74	0.27	0.27	0.004435539245605469	0.29	0.29	0.02810525894165039	0.21	0.21	0.5188982486724854	0.315	0.315	5.104546546936035	0.215	0.215	0.004833221435546875	0.32	0.32	0.027991294860839844	0.37	0.37	0.0026624202728271484	0.195	0.195	0.011574029922485352	0.25	0.25	0.13026118278503418	0.19	0.19	0.13085579872131348	0.23	0.23	0.40238070487976074	0.27	0.27	0.41504478454589844
S	75	0.245	0.245	0.0045604705810546875	0.295	0.295	0.02670121192932129	0.265	0.265	0.49025630950927734	0.29	0.29	4.861229181289673	0.19	0.19	0.0041043758392333984	0.235	0.235	0.026253461837768555	0.305	0.305	0.0026373863220214844	0.185	0.185	0.012182950973510742	0.275	0.275	0.1236565113067627	0.22	0.22	0.1294095516204834	0.165	0.165	0.412003755569458	0.165	0.165	0.4257338047027588
S	76	0.225	0.225	0.004988193511962891	0.275	0.275	0.02729034423828125	0.2	0.2	0.5307321548461914	0.255	0.255	4.9206390380859375	0.23	0.23	0.004572629928588867	0.245	0.245	0.02673053741455078	0.31	0.31	0.002442598342895508	0.145	0.145	0.011777639389038086	0.225	0.225	0.13060379028320312	0.225	0.225	0.1328110694885254	0.18	0.18	0.4090456962585449	0.165	0.165	0.41265368461608887
S	77	0.315	0.315	0.004715681076049805	0.325	0.325	0.02848982810974121	0.23	0.23	0.49849987030029297	0.31	0.31	4.824922323226929	0.255	0.255	0.004305362701416016	0.295	0.295	0.0272061824798584	0.295	0.295	0.002414703369140625	0.15	0.15	0.011371135711669922	0.3	0.3	0.12251901626586914	0.23	0.23	0.12904047966003418	0.235	0.235	0.41175079345703125	0.23	0.23	0.4256126880645752
S	78	0.25	0.25	0.004069328308105469	0.285	0.285	0.02712273597717285	0.285	0.285	0.4633936882019043	0.315	0.315	4.99849534034729	0.215	0.215	0.0049746036529541016	0.3	0.3	0.026633024215698242	0.37	0.37	0.00267791748046875	0.175	0.175	0.011314868927001953	0.185	0.185	0.13062477111816406	0.145	0.145	0.13749957084655762	0.15	0.15	0.4098825454711914	0.15	0.15	0.419741153717041
S	79	0.36	0.36	0.0052263736724853516	0.37	0.37	0.026530981063842773	0.26	0.26	0.481137752532959	0.325	0.325	4.784716606140137	0.225	0.225	0.0037059783935546875	0.32	0.32	0.026155948638916016	0.335	0.335	0.0026733875274658203	0.145	0.145	0.011593341827392578	0.295	0.295	0.1332859992980957	0.27	0.27	0.13762974739074707	0.275	0.275	0.41527390480041504	0.27	0.27	0.42801666259765625
